claim,veracity,label
stealth transmissions play only a minor role in covid-19's spread.,False,refute
stealth transmissions play a major role in covid-19's spread.,True,support
"cats are not able to be infected with the novel virus, the researchers found.",False,refute
"cats can be infected with the novel virus, the researchers found.",True,support
"coronavirus outbreaks of three or more cases were largely confined to enclosed spaces, such as home and transportation.",True,support
most patients who recover from the novel coronavirus do not make antibodies.,False,refute
no known natural compounds have been shown to help against sars.,False,refute
no known natural compounds have been shown to help against sars.,False,refute
there are a plethora of natural compounds that have been shown to help against sars.,True,support
there are a plethora of natural compounds that have been shown to help against sars.,True,support
"the research, also published in the lancet, notes that lifting the social distancing measures in place in wuhan would have no effect on the timing of the ""second wave"" of the coronavirus.",False,refute
"the research, also published in the lancet, notes that lifting the social distancing measures in place in wuhan would have no effect on the timing of the ""second wave"" of the coronavirus.",False,refute
"the research, also published in the lancet, notes that keeping the social distancing measures in place in wuhan until early april could delay the ""second wave"" of the coronavirus.",True,support
"the research, also published in the lancet, notes that keeping the social distancing measures in place in wuhan until early april could delay the ""second wave"" of the coronavirus.",True,support
"people with coronary heart disease, are not at an increased risk for severe covid-19, preliminary research has shown.",False,refute
"people with coronary heart disease, face a higher risk for severe covid-19, preliminary research has shown.",True,support
"last month, work by harvard specialists found that covid-19 patients in areas with historically heavy air pollution are less likely to die than patients elsewhere.",False,refute
"last month, work by harvard specialists found that covid-19 patients in areas with historically heavy air pollution are less likely to die than patients elsewhere.",False,refute
"last month, work by harvard specialists found that covid-19 patients in areas with historically heavy air pollution are less likely to die than patients elsewhere.",False,refute
"last month, work by harvard specialists found that covid-19 patients in areas with historically heavy air pollution are more likely to die than patients elsewhere.",True,support
"last month, work by harvard specialists found that covid-19 patients in areas with historically heavy air pollution are more likely to die than patients elsewhere.",True,support
all hospitalized covid-19 patients had a fever.,False,refute
only a third of hospitalized covid-19 patients had a fever.,True,support
there is no correlation between smoking and illness progression of covid-19.,False,refute
these studies indicate that smoking could also make people more likely to develop severe illness from covid-19.,True,support
coronavirus infections would decrease if wearing masks were mandated.,True,support
seriously ill covid-19 patients who were treated with hydroxychloroquine and chloroquine were less likely to die.,False,refute
the coronavirus vaccine was unable to generate an immune response against the novel coronavirus.,False,refute
the coronavirus vaccine generated an immune response against the novel coronavirus.,True,support
no traces of coronavirus can be found in the semen of men.,False,refute
scientists have found traces of the coronavirus in men's semen.,True,support
the study estimated that 20.49% to 40.16% of people in santa clara country had been infected with covid-19 by april 1.,False,refute
the study estimated that 20.49% to 40.16% of people in santa clara country had been infected with covid-19 by april 1.,False,refute
the study estimated that 2.49% to 4.16% of people in santa clara country had been infected with covid-19 by april 1.,True,support
"""we found that there are many, many unidentified cases of people having covid infection that were never identified with it with a virus test,"" said dr. jay bhattacharya, a professor of medicine at stanford university and one of the paper's authors.",True,support
"a new study suggests that as many as 8.7 million americans came down with coronavirus in march, the majority of whom were diagnosed.",False,refute
"a new study suggests that as many as 8.7 million americans came down with coronavirus in march, the majority of whom were diagnosed.",False,refute
"a new study suggests that as many as 8.7 million americans came down with coronavirus in march, but more than 80% of them were never diagnosed.",True,support
the study concluded that the transmission of the coronavirus was unrelated to the air-conditioned ventilation at the restaurant.,False,refute
"the study concluded that the transmission of the coronavirus was prompted by air-conditioned ventilation at the restaurant.




",True,support
the majority of confirmed cases of coronavirus were traced back to documented infections.,False,refute
the majority of people with confirmed coronavirus were likely infected by people who didn't know they had it.,True,support
wearing a mask at home was largely effective at preventing the spread of the coronavirus.,True,support
"children make up a sizeable proportion of american coronavirus cases so far and are as likely to become seriously ill as american adults, according to a preliminary report on the first wave of coronavirus cases in the united states.",False,refute
"children make up a sizeable proportion of american coronavirus cases so far and are as likely to become seriously ill as american adults, according to a preliminary report on the first wave of coronavirus cases in the united states.",False,refute
"children make up a very small proportion of american coronavirus cases so far and are significantly less likely to become seriously ill than american adults, according to a preliminary report on the first wave of coronavirus cases in the united states.",True,support
covid-19 has no adverse effects on pregnant women.,False,refute
covid-19 has no adverse effects on pregnant women.,False,refute
covid-19 is dangerous for pregnant women.,True,support
covid-19 is dangerous for pregnant women.,True,support
covid-19 is dangerous for pregnant women.,True,support
it’s the second study in a week to report disappointing results in monkeys for a sars-cov-2 vaccine candidate.,False,refute
it’s the second study in a week to report promising results in monkeys for a sars-cov-2 vaccine candidate.,True,support
"the researchers found auto-antibodies in individuals with severe, mild, and asymptomatic covid-19 illness.",False,refute
"the researchers found auto-antibodies in some of the people with severe covid-19, but in none with mild or asymptomatic illness.",True,support
"in a study of nearly 20,000 people posted to the online server medrxiv on july 17, none with mild-to-moderate covid-19 made plentiful antibodies.",False,refute
"in a study of nearly 20,000 people posted to the online server medrxiv on july 17, the vast majority with mild-to-moderate covid-19 made plentiful antibodies.",True,support
cansino reported that their phase 2 trials demonstrated that their adenovirus vectored coronavirus vaccine produced no detectable immune response.,False,refute
"cansino reported that their phase 2 trials demonstrated that their adenovirus vectored coronavirus vaccine produced a strong immune response.




",True,support
"cansino reported that their phase 2 trials demonstrated that their adenovirus vectored coronavirus vaccine produced a strong immune response.




",True,support
"in september, vaxart reported that mice given the oral vaccine showed no immune response against the coronavirus sars-cov-2.",False,refute
"in september, vaxart reported that mice given the oral vaccine produced antibodies against the coronavirus sars-cov-2.",True,support
"in september, vaxart reported that mice given the oral vaccine produced antibodies against the coronavirus sars-cov-2.",True,support
"in may, they discovered covid-19 has no relationship to an entirely new disease, called multisystem inflammatory syndrome in children, or mis-c for short.",False,refute
"in may, they discovered covid-19 can lead to an entirely new disease, called multisystem inflammatory syndrome in children, or mis-c for short.",True,support
"in june, a study published in nature found that people under age 20 were approximately twice as susceptible to contracting the coronavirus as those older than 20.",False,refute
"in june, a study published in nature found that people under age 20 were approximately twice as susceptible to contracting the coronavirus as those older than 20.",False,refute
"in june, a study published in nature found that people under age 20 were approximately half as susceptible to contracting the coronavirus as those older than 20.",True,support
"in june, a study published in nature found that people under age 20 were approximately half as susceptible to contracting the coronavirus as those older than 20.",True,support
a review of cases across hundreds of cities in china documented many cases of outdoor transmission.,False,refute
a review of cases across hundreds of cities in china documented only a single instance of outdoor transmission.,True,support
"a relatively insensitive test, rolled out twice a week, vastly underperformed a more accurate test, administered once every two weeks, in curbing the spread of disease.",False,refute
"a relatively insensitive test, rolled out twice a week, vastly outperformed a more accurate test, administered once every two weeks, in curbing the spread of disease.",True,support
a team of virologists and aerosol scientists was unable to find any evidence of infectious coronavirus in the air.,False,refute
a team of virologists and aerosol scientists was unable to find any evidence of infectious coronavirus in the air.,False,refute
a team of virologists and aerosol scientists has produced exactly that: confirmation of infectious coronavirus in the air.,True,support
a team of virologists and aerosol scientists has produced exactly that: confirmation of infectious coronavirus in the air.,True,support
"the findings, published in jama pediatrics, suggest that the vast majority of infected children show symptoms before spreading sars-cov-2 to others.",False,refute
"the findings, published in jama pediatrics, suggest that the vast majority of infected children show symptoms before spreading sars-cov-2 to others.",False,refute
"the findings, published in jama pediatrics, suggest that the vast majority of infected children show symptoms before spreading sars-cov-2 to others.",False,refute
"the findings, published in jama pediatrics, suggest that the vast majority of infected children appear healthy but still may spread sars-cov-2 to others.",True,support
"the findings, published in jama pediatrics, suggest that the vast majority of infected children appear healthy but still may spread sars-cov-2 to others.",True,support
convalescent plasma did not significantly improve covid-19 patients’ recovery time.,True,support
superspreading events have not been documented at call centers.,False,refute
superspreading events can happen at call centers.,True,support
astrazeneca’s vaccine candidate yielded adverse results for safety data in people.,False,refute
astrazeneca’s vaccine candidate yielded promising safety data in people.,True,support
"disease-fighting antibodies, as well as immune cells called b cells and t cells that are capable of recognizing the virus, do not persist after the infections have resolved.",False,refute
"disease-fighting antibodies, as well as immune cells called b cells and t cells that are capable of recognizing the virus, do not persist after the infections have resolved.",False,refute
"disease-fighting antibodies, as well as immune cells called b cells and t cells that are capable of recognizing the virus, appear to persist months after infections have resolved.",True,support
"disease-fighting antibodies, as well as immune cells, called b cells and t cells that are capable of recognizing the virus, do not persist in the months after covid-19 infections have resolved.",False,refute
small studies have shown that one bout of the coronavirus does not protect rhesus macaques from contracting it again.,False,refute
small studies have shown that one bout of the coronavirus seems to protect rhesus macaques from contracting it again.,True,support
the infectiousness of sars-cov-2 is steady over the course of the covid-19 symptoms.,False,refute
the infectiousness of sars-cov-2 appears to peak within the first few days of the onset of covid-19 symptoms and then decrease with time.,True,support
"and after the cough, as larger particles settled to the ground and aerosols dispersed around the room, the face shield reduced aerosol inhalation by only 23 percent.",True,support
"models suggest that about half of coronavirus transmission events can be traced back to individuals still in the so-called pre-symptomatic stage, before they have started feeling ill — if they ever feel sick at all.",True,support
several studies have found that smoking can reduce a person’s risk of severe covid-19 symptoms.,False,refute
several studies have found that smoking can more than double a person’s risk of severe covid-19 symptoms.,True,support
smoking has no impact on a person’s risk of severe covid-19 symptoms.,False,refute
smoking can increase a person’s risk of severe covid-19 symptoms.,True,support
a team of researchers recently reported that young adults who vape are equally likely to receive a coronavirus diagnosis as those who do not vape.,False,refute
a team of researchers recently reported that young adults who vape are five times more likely to receive a coronavirus diagnosis than those who do not vape.,True,support
"volunteers for vaccine tests in russia produced a strong immune response to the coronavirus, scientists there said in their first report on their controversial covid-19 vaccine.",True,support
"volunteers for vaccine tests in russia produced a strong immune response to the coronavirus, scientists there said in their first report on their controversial covid-19 vaccine.",True,support
"volunteers for vaccine tests in russia produced a strong immune response to the coronavirus, scientists there said in their first report on their controversial covid-19 vaccine.",True,support
"volunteers for vaccine tests in russia produced a relatively modest amount of antibodies to the coronavirus, scientists there said in their first report on their controversial covid-19 vaccine.",False,refute
"volunteers for vaccine tests in russia produced a relatively modest amount of antibodies to the coronavirus, scientists there said in their first report on their controversial covid-19 vaccine.",False,refute
"researchers also found that people with type o blood were just as likely to get covid-19 than people with other blood types.




",False,refute
"researchers also found that people with type o blood were just as likely to get covid-19 than people with other blood types.




",False,refute
researchers also found that people with type o blood were slightly less likely to get covid-19 than people with other blood types.,True,support
"an early-stage trial of a coronavirus (covid-19) vaccine, published in the lancet, was conducted by researchers at several laboratories and included 1008 participants.",False,refute
"an early-stage trial of a coronavirus (covid-19) vaccine, published in the lancet, was conducted by researchers at several laboratories and included 108 participants.",True,support
"subjects who got the vaccine showed no immune response to the virus sars-cov-2, even 28 days after the inoculation, the researchers found.",False,refute
"subjects who got the vaccine showed no immune response to the virus sars-cov-2, even 28 days after the inoculation, the researchers found.",False,refute
"subjects who got the vaccine mounted a moderate immune response to the virus sars-cov-2, which peaked 28 days after the inoculation, the researchers found.",True,support
"subjects who got the vaccine mounted a moderate immune response to the virus sars-cov-2, which peaked 28 days after the inoculation, the researchers found.",True,support
airline officials point to studies by the world health organization showing that the impact of travel bans on curbing the spread of sars-cov-2 is very effective.,False,refute
airline officials point to studies by the world health organization showing that the impact of travel bans on curbing the spread of sars-cov-2 is very effective.,False,refute
airline officials point to studies by the world health organization showing that the impact of travel bans on curbing the spread of sars-cov-2 is limited.,True,support
"
black, hispanic, and white americans are equally likely to be affected by the covid-19 pandemic.",False,refute
"black and hispanic americans are more likely to be affected by the covid-19 pandemic, compared with white people.",True,support
"clover launched a phase 1 trial last june, and in december the company announced that their adjuvant formulated vaccine triggered a weak immune response.",False,refute
"clover launched a phase 1 trial last june, and in december the company announced that their adjuvant formulated vaccine triggered a weak immune response.",False,refute
"clover launched a phase 1 trial last june, and in december the company announced that their adjuvant formulated vaccine triggered a weak immune response.",False,refute
"clover launched a phase 1 trial last june, and in december the company announced that their adjuvant formulated vaccine triggered a high level of antibodies.",True,support
"clover launched a phase 1 trial last june, and in december the company announced that their adjuvant formulated vaccine triggered a high level of antibodies.",True,support
molnupiravir produced no observable benefit when used to treat coronavirus in cells and in animals.,False,refute
molnupiravir produced promising results against the new coronavirus in early studies in cells and on animals.,True,support
"in november, a team of european researchers published a study suggesting that baricitinib has no effect on survival in people with severe covid-19.",False,refute
"in november, a team of european researchers published a study suggesting baricitinib might improve survival in people with severe covid-19.",True,support
the results clearly demonstrated that colchicine produced no observable reduction in hospitalization for patients with coronavirus.,False,refute
"early reports from doctors in china and france have said that hydroxychloroquine, sometimes combined with the antibiotic azithromycin, is harmful for patients with covid-19.",False,refute
"early reports from doctors in china and france have said that hydroxychloroquine, sometimes combined with the antibiotic azithromycin, is harmful for patients with covid-19.",False,refute
"early reports from doctors in china and france have said that hydroxychloroquine, sometimes combined with the antibiotic azithromycin, is harmful for patients with covid-19.",False,refute
"early reports from doctors in china and france have said that hydroxychloroquine, sometimes combined with the antibiotic azithromycin, is harmful for patients with covid-19.",False,refute
"early reports from doctors in china and france have said that hydroxychloroquine, sometimes combined with the antibiotic azithromycin, seemed to help patients with covid-19.",True,support
low-income neighborhoods were hit the same as more affluent ones by covid-19 although residents were more mobile on average.,False,refute
low-income neighborhoods were hardest hit by covid-19 where residents were more mobile on average.,True,support
coronavirus patients in hospitals were more likely to die if they were treated in intensive care units stretched to capacity as those treated during quieter times.,True,support
and a study of covid-19 patients found that antibody levels in their saliva did not reflect antibody levels in their blood.,False,refute
and a study of covid-19 patients found that antibody levels in their saliva did not reflect antibody levels in their blood.,False,refute
and a study of covid-19 patients found that antibody levels in saliva and blood were closely matched.,True,support
it has been established that the coronavirus can evolve through mutations.,True,support
his lab on friday published a new report showing that common cold coronaviruses are incapable of evolving to escape immune detection — over a period of many years.,False,refute
his lab on friday published a new report showing that common cold coronaviruses also evolve to escape immune detection — over a period of many years.,True,support
this is in line with a centers for disease control report from september that found people who tested positive for the virus were less likely to say they had eaten at a restaurant as people with negative test results.,False,refute
the coronavirus variant spreads at the same rate as the non-varient coronavirus.,False,refute
the coronavirus variant spreads at the same rate as the non-varient coronavirus.,False,refute
the coronavirus variant took over because it indeed spreads faster.,True,support
by may 2020 millions of people contracted the coronavirus globally.,True,support
"federal health officials warned that a fast-spreading, far more contagious variant of the coronavirus would still not become the dominant source of infection in the united states even as far out as march 2020.",False,refute
"federal health officials warned that a fast-spreading, far more contagious variant of the coronavirus would still not become the dominant source of infection in the united states even as far out as march 2020.",False,refute
"federal health officials warned that a fast-spreading, far more contagious variant of the coronavirus is now projected to become the dominant source of infection in the united states by march 2021.",True,support
in the months following infection people who have recovered from covid-19 do not exhibit killer immune cells.,False,refute
lockdown restrictions alone can reduce the risk of covid-19 infection within households.,False,refute
clofazimine was not always effective in fighting off sars-cov-2 in animals.,False,refute
monoclonal antibodies are manufactured from synthetic sources.,False,refute
"monoclonal antibodies are distilled from the blood of patients who have recovered from the virus, or mice that have been genetically altered.",True,support
few americans have had a familial loss from covid-19.,False,refute
"early trials of the mobile coronavirus test on volunteers revealed that the test performs poorly compared to rt-pcr, dr. o’connor said.",False,refute
"early trials of the mobile coronavirus test on volunteers revealed that the test performs poorly compared to rt-pcr, dr. o’connor said.",False,refute
"early trials of the mobile coronavirus test on volunteers have gone well, dr. o’connor said.",True,support
"early trials of the mobile coronavirus test on volunteers have gone well, dr. o’connor said.",True,support
but the new studies — two published tuesday in jama internal medicine and one wednesday in the new england journal of medicine — found that tocilizumab reduced the death rates of covid-19 patients.,False,refute
but the new studies — two published tuesday in jama internal medicine and one wednesday in the new england journal of medicine — found that tocilizumab did not reduce the death rates of covid-19 patients.,True,support
a recent study from italy found no correlation between long-term exposure to dirty air and an increase in excess mortality — a measure of deaths above normal — from the coronavirus.,False,refute
a recent study from italy found a correlation between long-term exposure to dirty air and an increase in excess mortality — a measure of deaths above normal — from the coronavirus.,True,support
scientists have found that pcr methods are ineffective at detecting virus rna in respiratory specimens from covid-19 patients.,False,refute
scientists have found that pcr methods are ineffective at detecting virus rna in respiratory specimens from covid-19 patients.,False,refute
scientists have found that a pcr method can detect virus rna in respiratory specimens from covid-19 patients.,True,support
covid-19 infected individuals were more likely to have eaten at a restaurant in the two weeks preceding their illness than control individuals.,True,support
"infected individuals who don’t feel ill do not carry the same levels of coronavirus in their nose, throat and lungs as those with symptoms.",False,refute
"infected individuals who don’t feel ill may carry just as much coronavirus in their nose, throat and lungs as those with symptoms.",True,support
"in one report published last month, researchers found that people with obesity who caught the coronavirus were were just as likely to end up in the hospital.",False,refute
people with obesity who caught the coronavirus were as likely to end up in the hospital as non-obese patients.,False,refute
people with obesity who caught the coronavirus were more than twice as likely to end up in the hospital.,True,support
people with obesity who caught the coronavirus were more than twice as likely to end up in the hospital.,True,support
the study found that though hospital capacity was strained by increased caseloads it had no effect on coronavirus patient mortality.,False,refute
"the study found that as hospital caseloads ease and medical workers came under less pressure, more coronavirus patients survive.",True,support
pfizer pointed to a recent study that found the coronavirus greatly increased the risk of problems during pregnancy.,False,refute
pfizer pointed to a recent study that found the coronavirus did not seem to raise the risk for pregnancy-related problems.,True,support
"in 2020, the coronavirus did not cause more fatalities than in previous years.",False,refute
hundreds of thousands of fatalities would not have occurred if not for the coronavirus.,True,support
"up to one in a hundred people who fall ill from covid-19 report at least one neurological deficit, whether in taste, smell, balance or alertness.",False,refute
"up to a third of people who fall ill from covid-19 report at least one neurological deficit, whether in taste, smell, balance or alertness.",True,support
preliminary figures suggest that those who participated in a government subsidized domestic tourism program in japan experienced a higher incidence of symptoms associated with covid-19.,True,support
new-onsets of psychosis were not found in patients hospitalized with covid-19.,False,refute
new-onsets of psychosis were not found in patients hospitalized with covid-19.,False,refute
there are no new-onset psychosis-related symptoms developed as a result of covid-19.,False,refute
some patients hospitalized with covid-19 had new-onset psychosis.,True,support
lockdown measures alone reduced the risk of coronavirus infection within households.,False,refute
tocilizumab had no impact on reducing the death rates in severely ill coronavirus patients.,False,refute
researchers who examined global trends in the early part of the covid-19 pandemic observed a weather correlation.,True,support
"the risk of death from covid-19 in people under 65 varies drastically  across 45 countries in europe, asia and the americas according to a modeling study published on monday in the journal nature.",False,refute
"the risk of death from covid-19 in people under 65 varies drastically  across 45 countries in europe, asia and the americas according to a modeling study published on monday in the journal nature.",False,refute
"the risk of death from covid-19 in people under 65 is consistent across 45 countries in europe, asia and the americas according to a modeling study published on monday in the journal nature.",True,support
"the risk of death from covid-19 in people under 65 is consistent across 45 countries in europe, asia and the americas according to a modeling study published on monday in the journal nature.",True,support
"rather than leave these aerosols sitting, the equipment immediately transfers them into a liquid rich with salts, sugar and protein, which destroys the pathogen.",False,refute
"rather than leave these aerosols sitting, the equipment immediately transfers them into a liquid rich with salts, sugar and protein, which preserves the pathogen.",True,support
researchers have found that people whose bodies were teeming with the coronavirus did not become any more seriously ill when compared with those who carried much less virus.,False,refute
researchers have found that people whose bodies were teeming with the coronavirus did not become any more seriously ill when compared with those who carried much less virus.,False,refute
"researchers have found that people whose bodies were teeming with the coronavirus more often became seriously ill and were more likely to die, compared with those who carried much less virus and were more likely to emerge relatively unscathed.",True,support
"researchers have found that people whose bodies were teeming with the coronavirus more often became seriously ill and were more likely to die, compared with those who carried much less virus and were more likely to emerge relatively unscathed.",True,support
dr. iwasaki’s team showed in december that severely ill coronavirus patients had negligible increases in autoantibody activities.,False,refute
"dr. iwasaki’s team showed in december that severely ill coronavirus patients had dramatic increases in a wide array of autoantibodies that target parts of the immune system, brain cells, connective tissue and clotting factors.",True,support
"and a study of more than 130,000 people found that autoimmune conditions like type 1 diabetes, psoriasis and rheumatoid arthritis increase the risk of respiratory complications and death from covid-19.",True,support
"and a study of more than 130,000 people found that autoimmune conditions like type 1 diabetes, psoriasis and rheumatoid arthritis increase the risk of respiratory complications and death from covid-19.",True,support
changes in coronavirus levels in wastewater had no correlation with positive test results.,False,refute
changes in coronavirus levels in wastewater preceded rises and falls in positive test results by a few days.,True,support
after six months covid-19 patients showed no symptoms.,False,refute
"in blood samples from the first wave of the covid-19 pandemic in the us, the majority of samples contained antibodies to the virus.",False,refute
"100 percent of adults hospitalized from march through may with covid-19 were health care workers, according to the researchers, with more than 50 percent either nurses or nursing assistants.",False,refute
"100 percent of adults hospitalized from march through may with covid-19 were health care workers, according to the researchers, with more than 50 percent either nurses or nursing assistants.",False,refute
"about 6 percent of adults hospitalized from march through may with covid-19 were health care workers, according to the researchers, with more than a third either nurses or nursing assistants.",True,support
"about 6 percent of adults hospitalized from march through may with covid-19 were health care workers, according to the researchers, with more than a third either nurses or nursing assistants.",True,support
cats do not get sick from the novel coronavirus because they cannot be infected.,False,refute
cats can be infected by the novel coronavirus but are unlikely to get sick.,True,support
nurses in particular have been at significant risk of contracting covid-19.,True,support
"confusion, delirium and other types of altered mental function, called encephalopathy, have occurred during hospitalization for covid-19 respiratory problems, and a study found that such patients needed longer hospitalizations, had higher mortality rates and often couldn’t manage daily activities right after hospitalization.",True,support
dutch scientists reported in a paper that has not yet been peer-reviewed that the coronavirus was jumping between mink and humans.,True,support
the northern region of brazil has had the fewest cases of covid-19 relative to the rest of the country.,False,refute
the northern region of brazil has had the fewest cases of covid-19 relative to the rest of the country.,False,refute
the northern region of brazil has been hit particularly hard by covid-19 relative to the rest of the country.,True,support
the northern region of brazil has been hit particularly hard by covid-19 relative to the rest of the country.,True,support
a small fraction of people with covid-19 infections never develop symptoms like fevers.,False,refute
an estimated 40 percent of people with covid-19 infections never develop symptoms like fevers.,True,support
"in a july 21 report in jama internal medicine, the c.d.c.’s response team for covid-19 estimated that the majority of infections are being identified in places as diverse as florida, new york city and utah.",False,refute
"a recent study showed that depression rates spiked three times higher during the pandemic, according to the centers for disease control and prevention.",True,support
"a recent study showed that depression rates stayed constant during the pandemic, and according to the centers for disease control and prevention, 5 percent of american adults reported problems with anxiety, depression or substance abuse.",False,refute
"a recent study showed that depression rates spiked three times higher during the pandemic, and according to the centers for disease control and prevention, 40 percent of american adults reported problems with anxiety, depression or substance abuse.",True,support
heart muscle cell damage is not an associated condition among hospitalized covid-19 patients.,False,refute
experts demonstrated that seasonal effects would completely prevent the virus from spreading.,False,refute
most covid-19 patients did not show antibody production during the months after recovery.,False,refute
most covid-19 patients produce antibodies that endure for months.,True,support
"pcr tests are not reliable in their detection, in just a few hours, of as few as 100 copies of viral rna in a milliliter of spit or snot.",False,refute
"pcr tests are not reliable in their detection, in just a few hours, of as few as 100 copies of viral rna in a milliliter of spit or snot.",False,refute
"pcr tests can reliably detect, in just a few hours, as few as 100 copies of viral rna in a milliliter of spit or snot.",True,support
"pcr tests can reliably detect, in just a few hours, as few as 100 copies of viral rna in a milliliter of spit or snot.",True,support
"in several studies, most people who are infected develop reasonable levels of coronavirus-specific t-cells and antibodies.",True,support
covid-19 patients maintain levels of their coronavirus-neutralizing antibodies even after a few months.,False,refute
many covid-19 patients lose substantial levels of their coronavirus-neutralizing antibodies after a few months.,True,support
"indeed, many people who recover from covid-19 have high levels of neutralizing antibodies overall, all of which neutralize very well.",False,refute
"indeed, many people who recover from covid-19 have low levels of neutralizing antibodies overall, but some of them neutralize very well.",True,support
there would be no impact on the number of covid‑19 deaths in the u.s. if social-distancing measures had been enacted just a few weeks earlier.,False,refute
there would be no impact on the number of covid‑19 deaths in the u.s. if social-distancing measures had been enacted just a few weeks earlier.,False,refute
the u.s. could have averted many covid‑19 deaths if social-distancing measures had been enacted just a few weeks earlier.,True,support
the u.s. could have averted many covid‑19 deaths if social-distancing measures had been enacted just a few weeks earlier.,True,support
the majority of patients admitted with the coronavirus had a fever.,False,refute
a minority of patients admitted with the coronavirus had a fever.,True,support
one study found that patients who received plasma within three days of a covid-19 diagnosis had outcomes similar to those who received it later.,False,refute
delayed social distancing measures in the united states had no impact on preventing covid-19 deaths.,False,refute
delayed social distancing measures in the united states had no impact on preventing covid-19 deaths.,False,refute
delayed social distancing measures in the united states lead to unnecessary covid-19 deaths of tens of thousands of people.,True,support
"other studies have found that antibodies in our blood are stable over time, so people who were infected last year may now have no change in immunity.",False,refute
"other studies have found that antibodies in our blood decrease over time, so people who were infected last year may now be experiencing declines in immunity.",True,support
"despite the stresses of 2020, the isolation of physical distancing, and the closure of social spaces, rates of depression and anxiety in the us have remained flat.









",False,refute
"between the stresses of 2020, the isolation of physical distancing, and the closure of social spaces, rates of depression and anxiety in the us have spiked.",True,support
"between the stresses of 2020, the isolation of physical distancing, and the closure of social spaces, rates of depression and anxiety in the us have spiked.",True,support
"in a survey of individuals who had covid-19 and illness lasting over 28 days (long covid), most of those surveyed were working the same amount or more than they had prior to their illness.",False,refute
"in a survey of individuals who had covid-19 and illness lasting over 28 days (long covid), most of those surveyed were working the same amount or more than they had prior to their illness.",False,refute
"in a survey of individuals who had covid-19 and illness lasting over 28 days (long covid), most of those surveyed were working the same amount or more than they had prior to their illness.",False,refute
"in a survey of individuals who had covid-19 and illness lasting over 28 days (long covid), 67 percent of those surveyed were either not working or working reduced hours due to their health conditions.",True,support
"in a survey of individuals who had covid-19 and illness lasting over 28 days (long covid), 67 percent of those surveyed were either not working or working reduced hours due to their health conditions.",True,support
higher rates of covid-19 morbidity are not racially dependent.,False,refute
black and latino communities experienced higher rates of covid-19 morbidity.,True,support
"people release less aerosols when talking than when breathing silently, marr says, and even less when talking loudly.",False,refute
"people release about 10 times more aerosols when talking than when breathing silently, marr says, and even more when talking loudly.",True,support
the odds of catching the coronavirus are only 2 times higher indoors than outdoors.,False,refute
kids under age 18 have made up roughly the same amount of cases as their percentage of the general population.,False,refute
kids under age 18 have made up roughly the same amount of cases as their percentage of the general population.,False,refute
"the results found that while kids under age 18 make up 22% of the u.s. population, they've accounted for fewer than 2% of reported cases.",True,support
disproportionately black counties were the location of the majority of covid-19 deaths.,True,support
"months of evidence suggests that covid-19 spreads only through physical contact, says jose-luis jiminez, an atmospheric chemistry professor at university of colorado boulder.",False,refute
"months of evidence suggests that covid-19 spreads through the air, says jose-luis jiminez, an atmospheric chemistry professor at university of colorado boulder.",True,support
"the more antibodies there were in a particular batch of convalescent plasma, the more effective the plasma was in preventing covid-19 related death.",True,support
the strategy of simply waiting for symptoms to emerge was shown to be sufficient to contain an outbreak.,False,refute
germicidal uv is not effective against airborne microbes that transmit sars-cov.,False,refute
germicidal uv can effectively inactivate airborne microbes that transmit sars-cov.,True,support
germicidal uv can effectively inactivate airborne microbes that transmit sars-cov.,True,support
"the same day, however, a study by chinese researchers published in the lancet found remdesivir outperformed a placebo when treating seriously ill covid-19 patients on such measures like time to clinical improvement.",False,refute
"the same day, however, a study by chinese researchers published in the lancet found remdesivir outperformed a placebo when treating seriously ill covid-19 patients on such measures like time to clinical improvement.",False,refute
"the same day, however, a study by chinese researchers published in the lancet found remdesivir didn't do better than a placebo when treating seriously ill covid-19 patients on such measures like time to clinical improvement.",True,support
"the same day, however, a study by chinese researchers published in the lancet found remdesivir didn't do better than a placebo when treating seriously ill covid-19 patients on such measures like time to clinical improvement.",True,support
the majority of people infected with covid-19 exhibit symptoms of illness.,False,refute
infected mothers are unlikely to pass coronavirus to their newborns when appropriate hygiene precautions are taken.,True,support
mothers infected with covid-19 are likely to pass the infection to their newborns regardless of health precautions taken.,False,refute
mothers infected with covid-19 are unlikely to pass the infection to their newborns when appropriate health precautions are taken.,True,support
there is a viral transmission from mothers with coronavirus to their babies.,False,refute
no cases of viral transmission were found among babies born to mothers with coronavirus.,True,support
"the study, which published friday and has not been peer-reviewed, offers hope that antibodies can offer protection against infection.",True,support
"another study, which has not yet gone through peer review, found living virus up to 50 feet away from covid-19 patients at a hospital in gainesville, fla. marr summed up the challenge of airborne transmission like this: “infected people, whether they have symptoms or not, are releasing virus into the air.",False,refute
"another study, which has not yet gone through peer review, found living virus up to 16 feet away from covid-19 patients at a hospital in gainesville, fla. marr summed up the challenge of airborne transmission like this: “infected people, whether they have symptoms or not, are releasing virus into the air.",True,support
"ordinary speech can emit small respiratory droplets that linger in the air for at least eight minutes and potentially much longer, according to a study published wednesday.",True,support
there has been no connection shown between the coronavirus and kawasaki disease.,False,refute
the abbott covid-19 test system yielded similar rates of false negatives as other testing systems.,False,refute
"the universal use of face masks in public can not reduce the spread of the virus, and if paired with lockdowns, cannot prevent future waves of infection.",False,refute
